node_id,node_type,label,avg_rpi,n_paket,degree_cent,in_degree,pagerank,risk_influence,betweenness,cluster_id
SK::694245,satker,694245,51.33,2,0.0001,0.0,3e-06,2e-06,0.0,-1
SK::694232 / SNVT PELAKSANAAN JARINGAN PEMANFAATAN AIR NUSA TENGGARA I PROVINSI NUSA TENGGARA BARAT,satker,694232 / SNVT PELAKSANAAN JARINGAN PEMANFAATAN AIR NUSA TENGGARA I PROVINSI NUSA TENGGARA BARAT,25.93,4,0.0001,0.0,6e-06,2e-06,0.0,-1
SK::694120 / SNVT PEMBANGUNAN BENDUNGAN BWS SUMATERA I,satker,694120 / SNVT PEMBANGUNAN BENDUNGAN BWS SUMATERA I,70.27,7,0.0001,0.0,1.1e-05,8e-06,0.0,-1
SK::694105,satker,694105,29.18,5,0.0001,0.0,8e-06,2e-06,0.0,-1
SK::694200 / SNVT PELAKSANAAN JARINGAN PEMANFAATAN AIR MESUJISEKAMPUNG,satker,694200 / SNVT PELAKSANAAN JARINGAN PEMANFAATAN AIR MESUJISEKAMPUNG,28.34,3,0.0001,0.0,5e-06,1e-06,0.0,-1
SK::Kantor Pertanahan KOTA TIDORE KEPULAUAN,satker,Kantor Pertanahan KOTA TIDORE KEPULAUAN,28.52,211,0.0001,0.0,0.000337,9.6e-05,0.0,-1
SK::CABANG KEJAKSAAN NEGERI BONE DI KAJUARA,satker,CABANG KEJAKSAAN NEGERI BONE DI KAJUARA,20.31,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::PUSKESMAS WAIPUKANG,satker,PUSKESMAS WAIPUKANG,25.96,25,0.0002,0.0,4e-05,1e-05,0.0,-1
SK::Kec. Danau Panggang,satker,Kec. Danau Panggang,18.26,22,0.0001,0.0,3.5e-05,6e-06,0.0,-1
SK::DEPUTI BIDANG KREATIVITAS BUDAYA DAN DESAIN,satker,DEPUTI BIDANG KREATIVITAS BUDAYA DAN DESAIN,29.58,104,0.0002,0.0,0.000166,4.9e-05,0.0,-1
SK::POLRES TAPANULI UTARA POLDA SUMUT,satker,POLRES TAPANULI UTARA POLDA SUMUT,43.99,19,0.0001,0.0,3e-05,1.3e-05,0.0,-1
SK::BIDDOKKES POLDA KALTARA,satker,BIDDOKKES POLDA KALTARA,21.46,16,0.0001,0.0,2.6e-05,5e-06,0.0,-1
SK::RO SDM POLDA PAPUA,satker,RO SDM POLDA PAPUA,32.28,12,0.0001,0.0,1.9e-05,6e-06,0.0,-1
SK::BIDDOKKES POLDA BENGKULU,satker,BIDDOKKES POLDA BENGKULU,25.71,16,0.0001,0.0,2.6e-05,7e-06,0.0,-1
SK::RORENA POLDA KALTARA,satker,RORENA POLDA KALTARA,26.43,7,0.0001,0.0,1.1e-05,3e-06,0.0,-1
SK::STIK LEMDIKLAT POLRI,satker,STIK LEMDIKLAT POLRI,29.41,53,0.0003,0.0,8.5e-05,2.5e-05,0.0,-1
SK::YANMA POLDA KALBAR,satker,YANMA POLDA KALBAR,26.9,18,0.0003,0.0,2.9e-05,8e-06,0.0,-1
SK::POLRES METRO TANGERANG KOTA POLDA METRO JAYA,satker,POLRES METRO TANGERANG KOTA POLDA METRO JAYA,28.76,22,0.0002,0.0,3.5e-05,1e-05,0.0,-1
SK::SPRIPIM POLDA KALTENG,satker,SPRIPIM POLDA KALTENG,19.64,8,0.0001,0.0,1.3e-05,3e-06,0.0,-1
SK::Kecamatan Pulau Gebe,satker,Kecamatan Pulau Gebe,26.92,33,0.0001,0.0,5.3e-05,1.4e-05,0.0,-1
SK::Kecamatan Weda Selatan,satker,Kecamatan Weda Selatan,29.91,47,0.0001,0.0,7.5e-05,2.2e-05,0.0,-1
SK::Rumah Sakit Umum Daerah Natuna,satker,Rumah Sakit Umum Daerah Natuna,32.77,94,0.0003,0.0,0.00015,4.9e-05,0.0,-1
SK::Puskesmas Ngrampal,satker,Puskesmas Ngrampal,35.48,31,0.0002,0.0,5e-05,1.8e-05,0.0,-1
SK::UPT PUSKESMAS PONTANG DINKES,satker,UPT PUSKESMAS PONTANG DINKES,19.26,42,0.0002,0.0,6.7e-05,1.3e-05,0.0,-1
SK::Perwakilan BKKBN Provinsi Maluku,satker,Perwakilan BKKBN Provinsi Maluku,14.79,13,0.0001,0.0,2.1e-05,3e-06,0.0,-1
SK::KECAMATAN CIANJUR,satker,KECAMATAN CIANJUR,29.44,63,0.0002,0.0,0.000101,3e-05,0.0,-1
SK::KEC. SEMBAKUNG,satker,KEC. SEMBAKUNG,10.6,21,0.0001,0.0,3.4e-05,4e-06,0.0,-1
SK::Kecamatan Patani Timur,satker,Kecamatan Patani Timur,27.09,42,0.0001,0.0,6.7e-05,1.8e-05,0.0,-1
SK::KELURAHAN CIBOGOR,satker,KELURAHAN CIBOGOR,14.62,11,0.0001,0.0,1.8e-05,3e-06,0.0,-1
SK::Kelurahan Nanga Bulik,satker,Kelurahan Nanga Bulik,12.31,27,0.0002,0.0,4.3e-05,5e-06,0.0,-1
SK::Kelurahan Gianyar,satker,Kelurahan Gianyar,25.67,13,0.0001,0.0,2.1e-05,5e-06,0.0,-1
SK::UPTD RUMAH SAKIT UMUM DAERAH MITRA SEHAT KABUPATEN MINAHASA TENGGARA,satker,UPTD RUMAH SAKIT UMUM DAERAH MITRA SEHAT KABUPATEN MINAHASA TENGGARA,31.33,34,0.0003,0.0,5.4e-05,1.7e-05,0.0,-1
SK::Kelurahan Dulalowo,satker,Kelurahan Dulalowo,17.21,19,0.0002,0.0,3e-05,5e-06,0.0,-1
SK::Kantor Pertanahan KAB POHUWATO PROV GORONTALO,satker,Kantor Pertanahan KAB POHUWATO PROV GORONTALO,24.48,4,0.0001,0.0,6e-06,2e-06,0.0,-1
SK::BADAN NARKOTIKA NASIONAL KABUPATEN MIMIKA,satker,BADAN NARKOTIKA NASIONAL KABUPATEN MIMIKA,17.5,22,0.0001,0.0,3.5e-05,6e-06,0.0,-1
SK::PUSKESMAS KERAMBITAN 1,satker,PUSKESMAS KERAMBITAN 1,15.05,39,0.0001,0.0,6.2e-05,9e-06,0.0,-1
SK::Puskesmas Dumbo Raya,satker,Puskesmas Dumbo Raya,10.69,7,0.0001,0.0,1.1e-05,1e-06,0.0,-1
"SK::DINAS KESEHATAN, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA - UPT PUSKESMAS TEMPURSARI",satker,"DINAS KESEHATAN, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA - UPT PUSKESMAS TEMPURSARI",28.43,85,0.0002,0.0,0.000136,3.9e-05,0.0,-1
SK::Kantor Camat Batukliang,satker,Kantor Camat Batukliang,25.11,75,0.0002,0.0,0.00012,3e-05,0.0,-1
SK::DISMINPERSAL TNI AL,satker,DISMINPERSAL TNI AL,24.24,12,0.0001,0.0,1.9e-05,5e-06,0.0,-1
SK::KEC. TULIN ONSOI,satker,KEC. TULIN ONSOI,8.84,47,0.0002,0.0,7.5e-05,7e-06,0.0,-1
SK::KELURAHAN JEPON,satker,KELURAHAN JEPON,22.39,10,0.0001,0.0,1.6e-05,4e-06,0.0,-1
SK::693696 BALAI PENYULUHAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA WILAYAH II,satker,693696 BALAI PENYULUHAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA WILAYAH II,23.71,28,0.0002,0.0,4.5e-05,1.1e-05,0.0,-1
SK::Kecamatan RasanaE Timur,satker,Kecamatan RasanaE Timur,22.74,32,0.0001,0.0,5.1e-05,1.2e-05,0.0,-1
SK::KANTOR PERTANAHAN KAB TELUK BINTUNI,satker,KANTOR PERTANAHAN KAB TELUK BINTUNI,28.04,8,0.0001,0.0,1.3e-05,4e-06,0.0,-1
SK::KECAMATAN MAESA,satker,KECAMATAN MAESA,24.51,24,0.0002,0.0,3.8e-05,9e-06,0.0,-1
SK::Kantor Camat Jonggat,satker,Kantor Camat Jonggat,19.32,51,0.0002,0.0,8.1e-05,1.6e-05,0.0,-1
SK::UPTD Puskesmas Payangan,satker,UPTD Puskesmas Payangan,16.6,28,0.0002,0.0,4.5e-05,7e-06,0.0,-1
SK::UPTD PUSKESMAS BANDUNG,satker,UPTD PUSKESMAS BANDUNG,20.13,67,0.0003,0.0,0.000107,2.2e-05,0.0,-1
SK::SDN 02 Nambangan Lor,satker,SDN 02 Nambangan Lor,15.35,4,0.0001,0.0,6e-06,1e-06,0.0,-1
SK::PUSKESMAS PONGOK,satker,PUSKESMAS PONGOK,30.64,34,0.0001,0.0,5.4e-05,1.7e-05,0.0,-1
SK::Kecamatan Mejayan,satker,Kecamatan Mejayan,25.54,43,0.0002,0.0,6.9e-05,1.8e-05,0.0,-1
SK::SEKRETARIAT BAWASLU KABUPATEN MANOKWARI SELATAN,satker,SEKRETARIAT BAWASLU KABUPATEN MANOKWARI SELATAN,30.11,15,0.0002,0.0,2.4e-05,7e-06,0.0,-1
SK::STAIN SULTAN ABDURRAHMAN KEPULAUAN RIAU 320074,satker,STAIN SULTAN ABDURRAHMAN KEPULAUAN RIAU 320074,13.09,85,0.0002,0.0,0.000136,1.8e-05,0.0,-1
SK::KELURAHAN GADINGREJO,satker,KELURAHAN GADINGREJO,12.06,38,0.0002,0.0,6.1e-05,7e-06,0.0,-1
SK::KECAMATAN KAMPAK,satker,KECAMATAN KAMPAK,23.42,48,0.0002,0.0,7.7e-05,1.8e-05,0.0,-1
SK::Puskesmas Gondosari,satker,Puskesmas Gondosari,23.3,54,0.0002,0.0,8.6e-05,2e-05,0.0,-1
SK::SDN 01 Madiun Lor,satker,SDN 01 Madiun Lor,15.29,4,0.0001,0.0,6e-06,1e-06,0.0,-1
SK::BADAN PUSAT STATISTIK KAB SORONG,satker,BADAN PUSAT STATISTIK KAB SORONG,30.51,183,0.0002,0.0,0.000292,8.9e-05,0.0,-1
SK::KECAMATAN KASREMAN,satker,KECAMATAN KASREMAN,24.34,37,0.0002,0.0,5.9e-05,1.4e-05,0.0,-1
SK::SDN Kelun,satker,SDN Kelun,15.04,4,0.0001,0.0,6e-06,1e-06,0.0,-1
SK::Kecamatan Kapongan,satker,Kecamatan Kapongan,17.88,40,0.0002,0.0,6.4e-05,1.1e-05,0.0,-1
SK::Kantor Camat Kuaro,satker,Kantor Camat Kuaro,24.35,41,0.0002,0.0,6.5e-05,1.6e-05,0.0,-1
SK::Kelurahan Tanjung Selor Hulu,satker,Kelurahan Tanjung Selor Hulu,36.17,40,0.0002,0.0,6.4e-05,2.3e-05,0.0,-1
SK::UPTD PUSKESMAS KEDUNGWARU,satker,UPTD PUSKESMAS KEDUNGWARU,22.89,62,0.0002,0.0,9.9e-05,2.3e-05,0.0,-1
SK::Kecamatan Tegallalang,satker,Kecamatan Tegallalang,14.96,43,0.0001,0.0,6.9e-05,1e-05,0.0,-1
SK::Kecamatan Sipatana,satker,Kecamatan Sipatana,21.33,32,0.0001,0.0,5.1e-05,1.1e-05,0.0,-1
"SK::DINAS TRANSMIGRASI, TENAGA KERJA DAN ENERGI SUMBER DAYA MINERAL",satker,"DINAS TRANSMIGRASI, TENAGA KERJA DAN ENERGI SUMBER DAYA MINERAL",14.39,14,0.0001,0.0,2.2e-05,3e-06,0.0,-1
SK::Kecamatan Muara Jawa,satker,Kecamatan Muara Jawa,21.99,434,0.0002,0.0,0.000693,0.000152,0.0,-1
SK::PUSKESMAS SUBOH,satker,PUSKESMAS SUBOH,24.31,24,0.0002,0.0,3.8e-05,9e-06,0.0,-1
SK::KECAMATAN BALONG,satker,KECAMATAN BALONG,8.59,36,0.0001,0.0,5.8e-05,5e-06,0.0,-1
SK::UPTD PUSKESMAS JELI,satker,UPTD PUSKESMAS JELI,9.91,33,0.0001,0.0,5.3e-05,5e-06,0.0,-1
SK::BAGIAN KESEJAHTERAAN RAKYAT SETDA KAB. BELITUNG,satker,BAGIAN KESEJAHTERAAN RAKYAT SETDA KAB. BELITUNG,20.2,16,0.0002,0.0,2.6e-05,5e-06,0.0,-1
SK::Kecamatan Batudaa Pantai,satker,Kecamatan Batudaa Pantai,43.15,3,0.0001,0.0,5e-06,2e-06,0.0,-1
SK::KECAMATAN PUGAAN,satker,KECAMATAN PUGAAN,17.22,73,0.0002,0.0,0.000117,2e-05,0.0,-1
SK::Kecamatan Bergas,satker,Kecamatan Bergas,21.98,105,0.0002,0.0,0.000168,3.7e-05,0.0,-1
SK::Kelurahan Walitelon Selatan,satker,Kelurahan Walitelon Selatan,20.57,26,0.0001,0.0,4.2e-05,9e-06,0.0,-1
SK::UPTD Puskesmas Batakan,satker,UPTD Puskesmas Batakan,16.91,36,0.0001,0.0,5.8e-05,1e-05,0.0,-1
"SK::Dinas Pengendalian Penduduk, Keluarga Berencana. PPPA",satker,"Dinas Pengendalian Penduduk, Keluarga Berencana. PPPA",10.6,122,0.0002,0.0,0.000195,2.1e-05,0.0,-1
SK::KECAMATAN ABUNG BARAT,satker,KECAMATAN ABUNG BARAT,8.54,70,0.0001,0.0,0.000112,1e-05,0.0,-1
SK::KANTOR PERTANAHAN KABUPATEN KEPULAUAN TANIMBAR,satker,KANTOR PERTANAHAN KABUPATEN KEPULAUAN TANIMBAR,26.08,125,0.0002,0.0,0.0002,5.2e-05,0.0,-1
SK::PUSKESMAS GEMBONG,satker,PUSKESMAS GEMBONG,31.18,84,0.0002,0.0,0.000134,4.2e-05,0.0,-1
SK::KELURAHAN KEMAYORAN,satker,KELURAHAN KEMAYORAN,23.81,15,0.0002,0.0,2.4e-05,6e-06,0.0,-1
SK::BADAN NARKOTIKA NASIONAL KABUPATEN ACEH SELATAN,satker,BADAN NARKOTIKA NASIONAL KABUPATEN ACEH SELATAN,9.26,4,0.0001,0.0,6e-06,1e-06,0.0,-1
SK::UPT PERIKANAN BUDIDAYA AIR PAYAU DAN LAUT,satker,UPT PERIKANAN BUDIDAYA AIR PAYAU DAN LAUT,11.02,88,0.0002,0.0001,0.000141,1.5e-05,0.0,-1
SK::Puskesmas Karang Intan 2,satker,Puskesmas Karang Intan 2,12.4,15,0.0001,0.0,2.4e-05,3e-06,0.0,-1
SK::Kelurahan Ladang Cakiah,satker,Kelurahan Ladang Cakiah,12.25,20,0.0001,0.0,3.2e-05,4e-06,0.0,-1
SK::Puskesmas Pelambuan,satker,Puskesmas Pelambuan,18.37,36,0.0002,0.0,5.8e-05,1.1e-05,0.0,-1
"SK::DINAS KEPEMUDAAN, OLAH RAGA, KEBUDAYAAN DAN PARIWISATA",satker,"DINAS KEPEMUDAAN, OLAH RAGA, KEBUDAYAAN DAN PARIWISATA",28.24,98,0.0002,0.0,0.000157,4.4e-05,0.0,-1
SK::CABANG DINAS PENDIDIKAN WILAYAH V,satker,CABANG DINAS PENDIDIKAN WILAYAH V,15.58,212,0.0002,0.0,0.000339,5.3e-05,0.0,-1
SK::KPU  KABUPATEN SIMALUNGUN,satker,KPU  KABUPATEN SIMALUNGUN,25.42,16,0.0001,0.0,2.6e-05,6e-06,0.0,-1
SK::UPT PELATIHAN KOPERASI DAN UKM,satker,UPT PELATIHAN KOPERASI DAN UKM,14.06,39,0.0002,0.0,6.2e-05,9e-06,0.0,-1
SK::Kecamatan Matur,satker,Kecamatan Matur,28.65,21,0.0002,0.0,3.4e-05,1e-05,0.0,-1
SK::UPT PELAYANAN PENDAPATAN DAERAH WILAYAH SINGKAWANG,satker,UPT PELAYANAN PENDAPATAN DAERAH WILAYAH SINGKAWANG,14.65,71,0.0002,0.0,0.000113,1.7e-05,0.0,-1
SK::Kecamatan Wilangan,satker,Kecamatan Wilangan,21.91,25,0.0001,0.0,4e-05,9e-06,0.0,-1
"SK::DINAS KESEHATAN, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA - UPT PUSKESMAS SUMBERSARI",satker,"DINAS KESEHATAN, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA - UPT PUSKESMAS SUMBERSARI",22.24,63,0.0002,0.0,0.000101,2.2e-05,0.0,-1
SK::01 Perumahan dan Kawasan Permukiman Provinsi Bali,satker,01 Perumahan dan Kawasan Permukiman Provinsi Bali,26.3,34,0.0002,0.0,5.4e-05,1.4e-05,0.0,-1
SK::BALAI BESAR PELATIHAN DAN PEMBERDAYAAN MASYARAKAT TRANSMIGRASI YOGYAKARTA,satker,BALAI BESAR PELATIHAN DAN PEMBERDAYAAN MASYARAKAT TRANSMIGRASI YOGYAKARTA,25.09,18,0.0002,0.0,2.9e-05,7e-06,0.0,-1
SK::PUSKESMAS BANDAR 1,satker,PUSKESMAS BANDAR 1,17.85,26,0.0001,0.0,4.2e-05,7e-06,0.0,-1
SK::Kelurahan Kramatan,satker,Kelurahan Kramatan,21.35,53,0.0002,0.0,8.5e-05,1.8e-05,0.0,-1
SK::PUSKESMAS HADAKEWA,satker,PUSKESMAS HADAKEWA,20.6,30,0.0002,0.0,4.8e-05,1e-05,0.0,-1
SK::Kelurahan Tiwugalih,satker,Kelurahan Tiwugalih,21.56,33,0.0002,0.0,5.3e-05,1.1e-05,0.0,-1
SK::KECAMATAN PANGKALBALAM,satker,KECAMATAN PANGKALBALAM,20.65,112,0.0002,0.0,0.000179,3.7e-05,0.0,-1
SK::Puskesmas Muara Kaman,satker,Puskesmas Muara Kaman,9.47,7,0.0001,0.0,1.1e-05,1e-06,0.0,-1
SK::BAGIAN PEMERINTAHAN DAN KERJASAMA,satker,BAGIAN PEMERINTAHAN DAN KERJASAMA,25.5,10,0.0001,0.0,1.6e-05,4e-06,0.0,-1
SK::KPU  KABUPATEN BATANG,satker,KPU  KABUPATEN BATANG,15.18,17,0.0002,0.0,2.7e-05,4e-06,0.0,-1
SK::UPT PUSKESMAS MRANTI,satker,UPT PUSKESMAS MRANTI,37.53,57,0.0002,0.0,9.1e-05,3.4e-05,0.0,-1
SK::Kecamatan Kuta,satker,Kecamatan Kuta,15.59,259,0.0002,0.0,0.000414,6.4e-05,0.0,-1
SK::Puskesmas Suruh,satker,Puskesmas Suruh,18.38,41,0.0002,0.0,6.5e-05,1.2e-05,0.0,-1
SK::Kecamatan Tanon,satker,Kecamatan Tanon,26.7,52,0.0001,0.0,8.3e-05,2.2e-05,0.0,-1
SK::BLUD BALAI PENGELOLAAN AIR MINUM BANJARBAKULA,satker,BLUD BALAI PENGELOLAAN AIR MINUM BANJARBAKULA,33.86,67,0.0002,0.0,0.000107,3.6e-05,0.0,-1
SK::RUMAH SAKIT UMUM DAERAH CIPAYUNG,satker,RUMAH SAKIT UMUM DAERAH CIPAYUNG,27.79,19,0.0002,0.0,3e-05,8e-06,0.0,-1
SK::KPU  PROVINSI KEPULAUAN RIAU,satker,KPU  PROVINSI KEPULAUAN RIAU,19.2,17,0.0002,0.0,2.7e-05,5e-06,0.0,-1
SK::KECAMATAN TOBOALI,satker,KECAMATAN TOBOALI,27.08,74,0.0001,0.0,0.000118,3.2e-05,0.0,-1
SK::KEJAKSAAN NEGERI PIDIE JAYA,satker,KEJAKSAAN NEGERI PIDIE JAYA,15.46,4,0.0001,0.0,6e-06,1e-06,0.0,-1
SK::UPTD Puskeswan,satker,UPTD Puskeswan,7.06,11,0.0001,0.0,1.8e-05,1e-06,0.0,-1
SK::KANTOR PERTANAHAN KAB SORONG SELATAN,satker,KANTOR PERTANAHAN KAB SORONG SELATAN,27.46,122,0.0002,0.0,0.000195,5.4e-05,0.0,-1
SK::Kelurahan Semayan,satker,Kelurahan Semayan,20.67,43,0.0002,0.0,6.9e-05,1.4e-05,0.0,-1
SK::BALAI EMBRIO TERNAK CIPELANG,satker,BALAI EMBRIO TERNAK CIPELANG,25.07,179,0.0002,0.0,0.000286,7.2e-05,0.0,-1
SK::Puskesmas Pondok Suguh,satker,Puskesmas Pondok Suguh,24.93,17,0.0002,0.0,2.7e-05,7e-06,0.0,-1
SK::KPU  KABUPATEN BREBES,satker,KPU  KABUPATEN BREBES,20.51,16,0.0001,0.0,2.6e-05,5e-06,0.0,-1
SK::KECAMATAN BATANG,satker,KECAMATAN BATANG,11.56,153,0.0003,0.0001,0.000244,2.8e-05,0.0,-1
SK::Puskesmas Beruntung Raya,satker,Puskesmas Beruntung Raya,23.46,47,0.0002,0.0,7.5e-05,1.8e-05,0.0,-1
SK::05 Perumahan dan Kawasan Permukiman IKN Nusantara,satker,05 Perumahan dan Kawasan Permukiman IKN Nusantara,38.61,18,0.0002,0.0,2.9e-05,1.1e-05,0.0,-1
SK::Puskesmas Selalong,satker,Puskesmas Selalong,19.81,33,0.0001,0.0,5.3e-05,1e-05,0.0,-1
SK::Kelurahan Ubud,satker,Kelurahan Ubud,24.9,14,0.0002,0.0,2.2e-05,6e-06,0.0,-1
"SK::Dinas Kepemudaan, Olahraga, Pariwisata dan Kebudayaan",satker,"Dinas Kepemudaan, Olahraga, Pariwisata dan Kebudayaan",26.66,169,0.0002,0.0,0.00027,7.2e-05,0.0,-1
SK::KECAMATAN NGOMBOL,satker,KECAMATAN NGOMBOL,25.99,65,0.0002,0.0,0.000104,2.7e-05,0.0,-1
"SK::DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN CIPTA KARYA",satker,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN CIPTA KARYA",23.4,481,0.0003,0.0,0.000768,0.00018,0.0,-1
SK::KELURAHAN PURUTREJO,satker,KELURAHAN PURUTREJO,9.46,37,0.0002,0.0,5.9e-05,6e-06,0.0,-1
SK::KECAMATAN KARANGTENGAH,satker,KECAMATAN KARANGTENGAH,22.49,139,0.0002,0.0001,0.000222,5e-05,0.0,-1
SK::Kecamatan Berbek,satker,Kecamatan Berbek,25.83,57,0.0001,0.0,9.1e-05,2.4e-05,0.0,-1
SK::UPT PUSKESMAS EMPAGAE,satker,UPT PUSKESMAS EMPAGAE,18.93,34,0.0002,0.0,5.4e-05,1e-05,0.0,-1
SK::KELURAHAN BAKALAN,satker,KELURAHAN BAKALAN,12.1,28,0.0002,0.0,4.5e-05,5e-06,0.0,-1
SK::Puskesmas Margasari,satker,Puskesmas Margasari,26.47,67,0.0003,0.0001,0.000107,2.8e-05,0.0,-1
SK::SDN 01 Manguharjo,satker,SDN 01 Manguharjo,13.22,14,0.0001,0.0,2.2e-05,3e-06,0.0,-1
SK::Kelurahan Sumberdiren,satker,Kelurahan Sumberdiren,15.09,7,0.0001,0.0,1.1e-05,2e-06,0.0,-1
SK::KECAMATAN SUNGAI BEDUK,satker,KECAMATAN SUNGAI BEDUK,16.11,57,0.0002,0.0,9.1e-05,1.5e-05,0.0,-1
SK::MADRASAH TSANAWIYAH NEGERI 5 MAGELANG 417238,satker,MADRASAH TSANAWIYAH NEGERI 5 MAGELANG 417238,25.89,29,0.0002,0.0,4.6e-05,1.2e-05,0.0,-1
SK::KANTOR WILAYAH BPN PROV DI ACEH,satker,KANTOR WILAYAH BPN PROV DI ACEH,31.31,104,0.0002,0.0,0.000166,5.2e-05,0.0,-1
SK::Puskesmas Rubaru,satker,Puskesmas Rubaru,14.12,61,0.0001,0.0,9.7e-05,1.4e-05,0.0,-1
SK::Kecamatan Tembuku,satker,Kecamatan Tembuku,30.5,20,0.0001,0.0,3.2e-05,1e-05,0.0,-1
SK::03 Balai Pelaksana Penyediaan Perumahan dan Kawasan Permukiman Kalimantan II,satker,03 Balai Pelaksana Penyediaan Perumahan dan Kawasan Permukiman Kalimantan II,32.06,23,0.0001,0.0,3.7e-05,1.2e-05,0.0,-1
SK::Puskesmas Gadang Hanyar,satker,Puskesmas Gadang Hanyar,17.37,38,0.0002,0.0,6.1e-05,1.1e-05,0.0,-1
SK::Puskesmas Dabo Lama,satker,Puskesmas Dabo Lama,20.97,38,0.0001,0.0,6.1e-05,1.3e-05,0.0,-1
SK::Kelurahan Payolansek,satker,Kelurahan Payolansek,7.35,9,0.0001,0.0,1.4e-05,1e-06,0.0,-1
SK::UPTD Pembibitan dan Pakan Ternak,satker,UPTD Pembibitan dan Pakan Ternak,11.05,5,0.0001,0.0,8e-06,1e-06,0.0,-1
SK::Kecamatan Mempawah Hilir,satker,Kecamatan Mempawah Hilir,14.71,40,0.0001,0.0,6.4e-05,9e-06,0.0,-1
SK::PUSKESMAS TEMBOKREJO,satker,PUSKESMAS TEMBOKREJO,26.46,43,0.0002,0.0,6.9e-05,1.8e-05,0.0,-1
SK::PUSKESMAS SAWAH BESAR,satker,PUSKESMAS SAWAH BESAR,25.66,128,0.0002,0.0,0.000204,5.2e-05,0.0,-1
SK::Puskesmas Sungai Andai,satker,Puskesmas Sungai Andai,13.72,81,0.0002,0.0,0.000129,1.8e-05,0.0,-1
SK::KECAMATAN PULAU BESAR,satker,KECAMATAN PULAU BESAR,19.89,16,0.0001,0.0,2.6e-05,5e-06,0.0,-1
SK::Kecamatan Simpur,satker,Kecamatan Simpur,11.23,67,0.0002,0.0,0.000107,1.2e-05,0.0,-1
SK::Kecamatan Kramatwatu,satker,Kecamatan Kramatwatu,13.18,49,0.0002,0.0,7.8e-05,1e-05,0.0,-1
SK::KECAMATAN TANGGEUNG,satker,KECAMATAN TANGGEUNG,37.9,27,0.0002,0.0,4.3e-05,1.6e-05,0.0,-1
SK::Kecamatan Mempawah Timur,satker,Kecamatan Mempawah Timur,9.74,37,0.0001,0.0,5.9e-05,6e-06,0.0,-1
"SK::DINAS KESEHATAN, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA - UPT RSUD PASIRIAN",satker,"DINAS KESEHATAN, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA - UPT RSUD PASIRIAN",31.75,64,0.0002,0.0,0.000102,3.2e-05,0.0,-1
SK::UPT BLK TUBAN,satker,UPT BLK TUBAN,20.02,31,0.0002,0.0,5e-05,1e-05,0.0,-1
SK::BALURJALBAR TNI AL,satker,BALURJALBAR TNI AL,37.6,16,0.0001,0.0,2.6e-05,1e-05,0.0,-1
SK::Puskesmas/FKTP Suwawa Tengah,satker,Puskesmas/FKTP Suwawa Tengah,32.37,13,0.0001,0.0,2.1e-05,7e-06,0.0,-1
SK::Kecamatan Klojen,satker,Kecamatan Klojen,12.73,139,0.0001,0.0,0.000222,2.8e-05,0.0,-1
SK::Rumah Sakit Umum Daerah RAA Soewondo,satker,Rumah Sakit Umum Daerah RAA Soewondo,49.0,98,0.0002,0.0,0.000157,7.7e-05,0.0,-1
SK::SETUM MABES TNI MB TNI,satker,SETUM MABES TNI MB TNI,16.02,45,0.0001,0.0,7.2e-05,1.2e-05,0.0,-1
SK::Kelurahan Temanggung I,satker,Kelurahan Temanggung I,22.35,27,0.0002,0.0,4.3e-05,1e-05,0.0,-1
SK::BADAN NARKOTIKA NASIONAL KOTA MATARAM,satker,BADAN NARKOTIKA NASIONAL KOTA MATARAM,58.62,1,0.0001,0.0,2e-06,1e-06,0.0,-1
SK::Puskesmas Maja,satker,Puskesmas Maja,26.84,52,0.0002,0.0001,8.3e-05,2.2e-05,0.0,-1
SK::04 Balai Pelaksana Penyediaan Perumahan dan Kawasan Permukiman Sumatera IV,satker,04 Balai Pelaksana Penyediaan Perumahan dan Kawasan Permukiman Sumatera IV,30.99,65,0.0001,0.0,0.000104,3.2e-05,0.0,-1
SK::Balai Pelestarian Kebudayaan Wilayah XVI,satker,Balai Pelestarian Kebudayaan Wilayah XVI,21.6,8,0.0001,0.0,1.3e-05,3e-06,0.0,-1
SK::PUSKESMAS PANCA KARSA I,satker,PUSKESMAS PANCA KARSA I,20.74,24,0.0002,0.0,3.8e-05,8e-06,0.0,-1
SK::UPTD PUSKESMAS KEPUNG,satker,UPTD PUSKESMAS KEPUNG,21.18,42,0.0002,0.0,6.7e-05,1.4e-05,0.0,-1
SK::Kelurahan Siendeng,satker,Kelurahan Siendeng,11.85,24,0.0001,0.0,3.8e-05,5e-06,0.0,-1
